Participant,List,Trial,Condition,Event Category,Event Type,Layer,Hotspot,Trial Start,Elapsed,X,Y,Browser,Version,OS,image-left,image-right,audio
46,2_1,bread,2_1FluentR,mouse,move,image-left,,1549630097143.73,3600.0299999999406,156,364,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-left,,1549630097143.73,3614.8799999999756,154,361,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-left,,1549630097143.73,3629.2599999999366,152,359,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-left,,1549630097143.73,3636.8699999999226,151,359,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,click,image-left,,1549630097143.73,4171.934999999954,151,359,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,stage,end,,,1549630097143.73,4179.149999999936,,,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,umbrella,2_1DisfluentL,mouse,click,fixation,,1549630103750.59,0,505,359,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,layer,show,image-left,,1549630103750.59,3.834999999977299,,,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,layer,show,image-right,,1549630103750.59,3.854999999923166,,,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
46,2_1,umbrella,2_1DisfluentL,mouse,move,canvas,,1549630103750.59,314.70500000000175,505,360,chrome,72.0.3626,Windows 10,t_umbrella.png,d40.png,e_umbrella_d.wav
